,delayType
12632,2
17293,3
8013,2
17955,1
3162,2
15177,2
10711,2
845,1
16556,2
1113,2
5938,2
17357,2
1950,2
8585,2
8338,2
1506,3
17138,2
11416,2
2327,3
3606,2
13654,1
8538,2
336,2
2002,2
5620,2
8921,3
14551,2
16620,2
11751,2
5760,2
17115,3
9691,2
8195,2
6427,3
15090,1
6131,2
17455,1
14283,1
13708,2
7631,2
2077,2
8518,2
6485,3
11574,2
2944,2
5194,2
11501,2
6887,2
11003,2
10157,2
9608,2
12455,2
13233,2
9093,3
164,2
13505,2
18064,2
16658,2
2933,2
6654,2
8600,2
2660,2
12986,2
10846,2
18888,2
2109,2
13408,2
17875,2
7918,3
18521,3
2072,2
18284,3
18124,3
1540,2
4624,2
2290,2
3405,2
7919,3
18097,3
4569,1
11023,2
5680,2
14742,2
12480,2
4065,2
4116,3
16983,2
17633,2
6836,2
6083,2
14932,2
3829,1
17756,2
9597,2
4767,2
2025,2
15452,1
6144,2
2108,2
7999,2
16221,2
1866,2
11643,2
8426,3
17920,2
9046,1
12182,2
5199,3
14278,2
5536,2
18011,2
17317,2
145,2
6846,1
15598,2
9586,2
2328,2
8353,2
12796,3
856,2
2201,3
17104,2
3715,3
17986,1
10394,2
8333,2
5687,2
732,3
3961,2
3383,2
16235,3
13798,2
10590,2
48,2
18777,1
10731,2
11117,2
30,2
5115,2
5916,2
5040,3
17298,3
262,2
2704,3
15087,1
18062,2
831,2
3588,3
7313,2
5839,1
6423,3
8708,2
10961,2
6108,2
3457,3
14187,2
3912,2
1896,2
5219,2
2963,2
6328,3
12396,2
12446,3
12000,2
16414,2
6248,2
15527,3
14860,2
3753,2
10387,1
17263,2
6368,2
2477,2
17686,3
5496,2
3756,2
13338,2
4644,2
6889,2
5289,2
5015,2
3716,2
2299,2
12223,3
15468,2
18831,3
7413,2
18031,2
16001,2
1940,3
16230,1
11864,2
3714,2
1003,2
17151,2
13480,2
7920,2
16344,2
15430,2
16954,2
5128,3
4835,2
14027,2
16089,2
109,3
2843,3
6135,2
2903,3
15131,2
11076,2
17958,2
9221,2
3838,3
7440,3
12002,2
7132,2
10083,1
15940,2
17169,3
4874,3
14017,1
18180,1
3763,2
8145,2
11553,3
182,2
9952,2
13833,2
4718,2
12617,1
14573,2
3791,2
14935,2
5806,2
9421,2
14390,2
18665,2
7485,2
19018,2
16064,1
18721,2
14330,3
7233,2
15796,3
13673,2
15413,2
14490,3
12867,2
16685,2
17524,2
5078,2
16141,2
6924,2
9508,2
17239,2
8548,2
9694,1
628,2
18999,2
8869,1
18146,2
17742,2
18889,1
2500,2
13027,2
5178,2
14782,2
9879,2
1108,3
17611,1
8302,2
8375,2
14383,2
9637,2
2407,2
5588,3
15168,2
1981,2
7113,2
8732,2
17655,2
17820,3
2367,2
12807,2
7140,1
19015,3
1632,2
11483,2
15415,2
15056,2
16693,2
10205,2
14030,3
15478,1
8254,3
10760,2
11203,2
18041,2
10818,2
5060,2
15360,2
19027,2
4166,2
8463,1
421,2
17470,2
9853,2
16136,3
19087,1
5197,2
1166,2
2968,2
3216,3
7731,3
12588,2
15929,2
384,1
12956,2
17238,2
11404,2
8818,1
14332,2
13928,2
8823,2
15327,3
12678,2
6420,2
15252,2
5913,3
8295,2
16059,2
18344,2
4900,3
6881,2
10544,3
5064,2
17110,2
13488,2
15330,3
18247,3
15641,2
11324,2
1250,2
1428,3
3704,2
158,2
6261,2
13666,2
13197,3
10476,3
4441,2
10592,3
18835,3
659,3
10627,2
6214,2
4710,2
11352,2
4108,2
5238,2
4489,2
18358,2
4658,2
2747,2
15400,3
173,2
14726,2
9548,2
17085,3
17016,2
9933,2
13845,2
11015,2
14650,2
9365,2
13856,2
15849,3
18845,2
13217,3
5208,2
7096,1
10734,3
18548,3
2675,1
7983,2
6452,2
6725,2
11591,2
11883,1
8267,2
7211,2
9610,2
10523,2
16897,2
7675,2
11307,2
12345,2
16600,2
9101,2
3749,2
16725,3
5973,2
4159,2
19001,2
1291,3
10718,2
2170,2
10990,2
15397,2
2119,2
18591,1
16427,3
12611,2
9916,2
8516,2
17370,2
12662,2
6518,3
5832,2
747,2
2548,3
2750,1
10826,2
2294,2
8259,3
2308,2
3843,1
16906,2
10431,2
12600,3
1432,2
11388,2
18368,3
6068,2
17598,3
395,3
6742,2
7273,2
10228,2
3866,2
5580,2
1614,3
10946,3
4565,2
7190,2
7925,1
15406,3
8547,2
14637,3
4883,2
38,2
7685,2
16086,2
8136,2
11907,2
6462,2
18533,2
6562,2
983,2
16730,2
15561,2
8843,3
13783,2
7566,1
2246,3
18139,3
9316,2
13201,3
33,2
12691,2
10346,2
8851,2
16067,2
13163,2
2252,2
16458,3
8556,2
325,3
17754,2
702,3
1321,2
6204,2
13111,2
16775,2
15366,2
6620,2
3420,2
3514,2
7611,2
8346,2
15669,3
18730,1
16825,2
11525,2
10919,2
2265,3
11700,2
11254,2
15218,2
10450,2
14774,3
11544,2
17894,3
8982,2
6338,2
16442,3
3748,1
9197,1
1942,1
1476,2
4147,3
5830,2
7238,1
3585,2
10707,3
14692,2
7552,2
15860,2
13948,2
446,2
14571,2
8062,2
16619,1
8257,2
13687,2
13385,2
16703,2
9505,2
9494,1
12768,1
13331,2
9287,2
25,3
17954,2
3865,2
11856,3
13090,2
11585,2
5165,2
16087,2
10507,2
16982,2
6307,3
14309,2
1757,2
18219,2
5967,2
5732,2
880,1
18225,2
6090,3
11104,2
6536,2
11774,2
9942,2
10120,2
4807,1
682,2
3147,2
5184,2
8933,2
15683,2
12886,2
17446,2
16666,3
4388,1
13222,3
3106,2
12081,2
9344,1
582,2
7105,3
15384,2
919,2
8081,2
1097,3
13096,2
16989,3
9820,2
16842,2
13277,1
6892,2
16979,1
2321,3
3143,2
14436,3
10886,1
12766,3
18543,3
11761,3
8684,2
9511,2
18016,3
2625,1
6311,3
9861,2
5584,2
13582,1
10883,2
7471,2
7634,2
9258,3
645,3
1526,2
11562,2
4919,3
10558,2
255,2
15484,2
2655,3
11659,3
7269,3
6075,3
8404,1
2023,2
3136,2
6662,2
3016,1
8234,3
10985,2
12292,2
16939,1
6797,2
4195,1
18720,2
148,2
4034,3
2962,2
13840,1
17268,2
11797,2
11731,3
15421,3
9188,2
6710,2
7387,2
15875,3
18630,1
15543,2
11953,2
13851,3
11480,2
5029,2
11249,3
2928,2
12805,1
10117,2
15771,2
11689,3
8854,2
9264,3
1062,2
11742,2
10955,2
15269,1
5609,2
9245,2
6825,2
15865,1
7537,2
17805,2
2005,2
3816,3
2150,2
4927,2
17708,3
5156,2
18155,1
2839,2
10013,3
10612,2
5700,2
2080,2
14735,2
8371,2
13648,3
14349,2
15975,2
3469,2
4277,2
13138,2
8447,2
14031,3
14371,2
9282,2
18138,2
124,2
10000,2
14874,1
7174,2
1260,2
16410,2
7953,2
8587,2
1126,3
15666,2
14687,2
12205,3
8034,3
15180,2
15937,2
18123,2
16012,3
4729,2
5773,1
12003,1
18878,2
16675,2
2364,2
201,1
6058,2
12941,1
7330,1
3256,2
2751,3
14163,3
16546,2
52,2
12767,2
10756,3
9440,1
854,3
1388,1
18371,3
6489,2
2608,2
2008,2
1433,1
18314,2
10253,1
3689,2
13509,1
366,3
2541,2
8311,3
17095,3
999,2
2845,2
3706,2
8019,2
12497,2
14103,3
18698,3
8924,2
14428,2
3563,2
8307,3
5493,2
14403,2
490,2
7956,1
5631,1
5660,3
11719,2
3970,2
810,2
18626,2
64,2
5856,2
14561,2
6519,3
10242,2
10017,3
10713,3
2697,2
10413,1
2774,2
1927,2
4996,2
15127,2
18818,2
15036,2
11715,2
17247,3
6228,2
5505,3
2517,1
6381,2
9135,2
18227,2
7288,1
6949,2
2060,2
1905,1
948,2
615,1
11032,3
1090,3
10165,2
5272,2
9633,2
5550,2
1987,2
7427,2
9517,2
7927,2
12946,3
11698,2
17291,2
17665,2
11274,2
3705,2
794,3
13504,3
10368,2
9199,2
11502,2
8712,2
11960,2
6611,2
12962,3
9906,2
1131,2
17626,3
2935,3
1104,3
12086,3
7582,2
8878,3
12840,1
2441,2
1078,2
11195,2
12218,2
10844,2
3479,2
7223,2
11640,1
1238,3
17562,1
5449,2
14238,3
14644,2
2910,2
8481,2
15136,2
8460,3
16544,3
11070,2
5224,3
18699,2
16321,3
15834,2
16070,2
3566,2
18250,2
10501,3
220,2
4985,1
520,2
8592,2
12272,2
12784,2
7981,1
8562,2
7903,2
423,2
11703,1
3809,2
4310,2
13022,3
13487,2
17366,3
387,2
17925,2
11366,1
2883,2
2709,2
18852,2
1206,2
7866,2
4905,2
14044,2
9476,2
10245,2
3146,2
4833,1
8524,3
13869,2
17396,1
12475,2
1904,2
12856,2
4629,3
14839,3
9166,1
5049,2
7159,2
17036,3
16707,2
3148,2
9097,1
18658,2
3385,2
18993,2
17942,3
16106,2
969,2
13663,2
16367,1
12830,2
14578,2
15249,2
7694,2
844,2
237,2
8181,1
16054,2
1858,3
5033,2
13868,1
1331,2
15152,2
18117,2
2799,2
15339,2
5577,2
3848,2
8208,2
10911,2
9826,3
6174,2
8329,3
16697,1
14708,2
17061,1
13523,3
5644,2
135,2
4079,2
10746,2
17962,2
15058,3
12987,3
1919,1
1499,3
12831,2
1415,2
18052,2
7676,2
5502,2
8909,2
9175,1
11720,2
16965,2
14229,2
9938,2
6087,2
5573,1
6317,2
13606,3
5280,2
2737,2
15743,2
10145,2
12255,2
15101,2
6201,2
10525,3
6570,2
2827,3
16495,2
5318,3
15859,2
12084,2
18258,2
10227,2
3954,2
13974,2
14773,2
12734,2
10144,3
9129,2
6700,3
9611,3
16686,2
12110,2
16151,2
18320,3
6724,3
12821,3
11154,2
13,2
16558,2
4120,2
15469,2
3834,1
16294,3
15665,2
4495,2
1714,3
19103,2
4930,2
17651,2
12305,2
2901,3
13254,1
7436,2
9518,2
15761,2
670,2
8775,2
2909,2
3595,3
12562,2
8837,3
14894,1
18657,3
7136,2
15153,2
78,3
6785,2
13805,2
6097,2
2728,2
15118,2
15978,2
16096,2
2499,2
16975,2
13741,2
10467,3
10293,1
5888,2
1668,3
5024,3
15979,2
16933,2
16219,2
11560,2
3700,2
155,2
14529,3
18006,2
16729,2
1005,2
11377,2
9678,1
13322,2
9174,2
11061,3
3812,2
17261,3
11486,2
3005,2
6778,2
14346,2
281,2
7375,1
1623,3
8223,2
13969,3
18843,3
9753,2
17393,2
11139,2
8252,2
5595,2
507,2
9563,2
8875,1
11978,2
18217,1
15609,3
9775,3
6257,2
12819,3
4814,2
14067,2
6952,2
9990,2
12397,2
17887,2
16932,1
10365,1
14208,2
11959,2
18788,2
13698,1
7438,2
9838,2
2626,2
10158,3
13873,2
5522,2
11838,2
2580,2
17240,2
9654,3
18701,2
7606,2
18782,1
1551,2
11037,2
1565,2
6573,2
6639,1
12780,2
1742,2
14149,2
4694,2
4625,2
4115,1
4536,3
10398,2
9864,2
13870,2
3103,1
672,2
15721,1
18663,2
3419,2
804,2
2283,2
11704,2
6953,2
8773,2
15496,2
12629,2
3073,3
1871,2
2609,3
14759,2
11734,2
1763,2
9950,1
3179,2
12491,2
12635,2
7428,2
12799,2
1532,2
8418,3
7476,2
5997,2
7044,2
9391,2
16514,2
17673,2
7014,2
10684,1
495,2
2887,2
13983,3
2120,2
8651,3
2296,2
3555,2
3235,3
15907,1
18648,3
7533,3
6533,2
13847,3
16717,1
16451,3
7708,1
2188,2
4381,2
5711,2
1127,2
9951,1
4800,2
2591,2
11652,2
7408,2
5041,2
17923,2
18526,3
6056,3
4075,2
2412,3
10156,3
8876,2
3650,2
11466,2
1021,1
13970,1
14231,2
11666,3
5563,2
12778,2
14790,2
10040,2
5927,2
7640,2
12426,2
9628,1
7134,2
13171,2
5619,3
11828,2
15158,2
4640,2
18046,3
18121,3
14971,2
19030,1
935,2
907,2
13605,2
9074,1
10159,2
13304,1
5475,2
17799,2
7106,2
390,2
5744,2
14090,3
16958,2
1403,2
18197,2
18708,2
9398,2
17808,2
14045,3
3208,2
7405,1
1274,2
10167,2
9513,1
10733,2
16691,3
9259,3
7192,2
17572,2
8864,2
726,2
18100,2
4635,2
14442,1
7686,2
8549,1
8125,2
7032,2
14613,2
16794,2
18795,2
9966,2
17507,2
313,2
9527,2
14520,2
4122,2
7385,3
997,2
1076,2
13550,2
7329,2
17021,2
5924,2
6822,2
957,2
8401,1
7952,2
9195,3
17952,2
17552,2
368,2
10923,2
7575,1
14868,2
17735,2
3854,2
18559,2
12298,3
2267,2
5747,2
10373,1
9900,2
18733,3
17780,3
2133,2
70,2
15767,2
14148,2
18159,2
14961,2
6531,2
14255,2
1991,1
14831,2
5761,2
82,2
5829,2
7237,2
10349,2
10891,2
17278,1
11816,1
9645,2
1309,2
14713,1
9567,2
3448,2
13990,3
17421,2
3898,2
17186,3
16817,2
2344,2
16000,2
5355,2
903,2
2945,2
5008,2
13118,2
14388,3
14598,3
648,3
10643,3
13342,2
7725,2
10296,1
11799,3
1931,2
2183,2
12042,1
6241,1
16274,3
6259,2
11894,1
554,2
1006,2
10987,2
18683,2
17178,2
35,2
14186,2
8519,2
722,2
14022,3
6255,2
14046,2
18249,2
638,2
15812,3
19065,2
4057,2
10692,2
1420,3
14674,1
8376,2
9227,2
5708,2
10984,2
14497,2
13400,2
18224,2
16237,2
17203,2
18692,2
12677,3
1885,2
12560,2
11984,3
12714,2
9367,2
7938,3
4714,2
2956,1
6432,2
4583,3
4527,3
19060,2
5812,2
7828,1
16824,3
14762,3
18484,3
11943,1
13456,1
4680,2
6704,2
13907,2
10748,2
12847,2
15169,2
7615,2
11509,1
11827,2
4677,2
6395,2
11096,2
18450,3
85,3
7744,3
11380,2
10044,2
2348,2
4016,2
8360,1
16186,2
8123,2
40,2
7527,2
2526,1
10941,2
18412,1
8944,2
4620,2
14245,3
795,2
13061,2
491,2
9655,1
17474,2
1373,2
17118,3
16311,2
13676,2
13901,1
6334,2
10497,1
13930,1
13240,2
3067,2
13577,2
4326,2
3668,2
14761,2
4026,2
18562,2
10400,2
11946,2
2775,2
17868,2
2107,3
1190,2
13569,2
2872,2
8030,1
11344,2
3188,1
16650,2
3711,2
4793,2
13640,3
11091,1
7424,2
13268,2
6126,3
7041,1
1573,2
18571,3
18968,2
3536,2
17497,1
11224,2
7061,1
9919,2
11823,2
5476,2
