,delayType
12180,2
17365,2
12280,2
10744,2
12381,2
7692,1
11905,3
8179,1
18763,2
10995,2
1392,2
3692,2
2393,2
13943,2
6703,2
14356,3
2058,2
13246,1
9247,2
15225,2
2858,3
8361,2
12999,2
10910,2
6,2
4567,2
17033,2
15041,1
10484,2
6832,2
4021,2
17479,2
17062,3
11736,3
16308,3
11185,2
11225,2
2430,2
4519,2
6340,2
306,2
15005,2
4857,2
10638,2
355,3
13040,2
10237,2
3367,3
8049,2
4488,1
2131,3
6027,2
6595,2
17416,2
4963,3
15507,2
7583,2
14003,2
13989,2
16809,2
12164,2
13475,2
2630,2
1854,2
18770,1
11687,2
4533,2
14479,2
234,3
5488,3
7131,2
15820,2
15933,1
13887,3
18599,2
14730,3
18432,3
17489,2
16877,2
1760,1
7336,2
13518,3
12130,2
4125,2
5738,2
2362,2
7862,2
11082,3
13539,2
18176,2
11748,2
5808,3
16612,1
12027,2
18221,2
8795,3
12158,2
887,1
17424,2
13065,2
6180,2
11440,2
5007,2
5695,2
9975,3
18285,2
7910,2
3667,2
3501,2
13724,3
16651,2
14620,2
3481,2
15871,2
15764,2
18233,2
11389,1
7759,2
15716,2
9246,2
9475,2
16411,2
1590,3
16851,3
16098,2
13355,2
6063,2
6175,2
4128,2
9849,3
17289,2
3991,3
16341,2
7966,3
11496,1
8808,2
4992,2
574,2
5467,1
15391,3
4144,2
17928,3
1421,1
1251,2
14426,2
1247,2
72,2
6069,2
10248,1
12436,1
2538,3
14724,2
14154,2
6263,2
16416,2
18557,1
12431,1
2175,2
14607,3
12103,2
2920,2
10664,2
9125,1
7465,2
12625,1
10856,3
7401,3
4485,2
15584,2
12343,2
18806,1
17226,2
12472,3
17862,2
3541,2
9364,2
13965,3
15089,2
8229,2
2917,2
4601,1
14162,2
16471,2
9583,2
12274,3
16140,2
1972,2
9058,3
1075,2
14720,2
18435,2
2311,2
9346,2
6907,2
15068,2
15969,3
14174,2
11320,2
11081,2
1610,1
17093,2
9930,2
9709,2
16380,2
115,3
11016,2
1320,3
3485,2
13404,2
4546,2
8563,2
15693,2
13019,2
13794,2
1730,2
753,2
6348,2
11405,2
4196,2
14396,2
14996,2
17341,2
10102,2
2463,2
11671,2
16436,2
14142,2
7724,3
18355,2
2629,2
4904,2
13236,3
4849,3
6305,2
12861,3
7437,2
17529,2
15037,1
431,1
2064,2
9614,2
11123,2
11106,2
18498,3
18743,1
4549,2
7711,1
9352,2
5054,2
12740,2
17595,3
7028,2
18342,1
19081,3
16313,3
4981,3
835,3
4970,2
9547,2
1117,2
13599,1
15625,3
11384,2
8586,2
15774,3
12661,3
1322,2
18817,3
719,2
4707,2
11852,2
4,2
13531,2
315,2
15535,1
4878,2
3323,3
11010,2
662,2
705,3
3384,2
12781,2
16486,1
17299,2
4204,2
18040,3
11942,1
1502,2
16473,2
3217,2
7783,1
4724,2
17782,2
6142,2
13693,3
14769,1
13836,1
1846,3
17959,3
7581,3
18020,2
12120,2
17391,2
5554,3
4222,3
6397,2
10771,2
7666,2
17368,2
15649,1
18622,3
758,2
3401,2
13364,3
7328,2
18193,3
5593,2
15782,2
7037,3
15102,2
1706,2
17230,2
11931,2
14631,2
26,2
1456,2
4306,2
15,2
1386,2
54,2
4028,1
13832,2
1119,2
14122,2
15395,2
13241,3
7782,2
6170,2
17297,2
13119,2
11587,2
14795,3
6238,3
7441,2
6908,3
1352,2
2936,2
18460,2
15049,2
7214,2
6780,1
18322,1
9086,1
2860,2
14185,2
18821,2
3963,2
57,2
16085,2
4545,2
4330,3
17619,2
10037,2
5873,3
12633,2
18758,1
891,3
3343,2
17143,2
11725,2
13188,1
7074,3
5722,2
16099,2
14784,2
13768,2
18244,2
2191,2
3576,1
10555,2
13538,2
896,3
1254,3
2400,3
6222,2
16563,3
6344,2
18723,3
2509,2
3424,2
9659,3
9457,2
1754,3
7226,2
12803,2
3033,3
3788,2
7732,1
8495,3
17998,2
19077,2
11278,2
15178,1
15733,1
12148,1
4630,2
14251,2
18387,2
11805,2
4731,2
18837,3
7242,1
4968,2
14792,2
592,2
11970,3
3224,2
2708,2
15525,2
7554,2
15555,2
5875,2
7297,2
11819,1
9207,2
15889,2
15268,2
4445,2
16621,2
14943,2
5000,2
1377,1
11667,2
6546,2
16195,2
16937,3
7771,2
14945,2
2019,3
6794,2
6762,2
12477,2
13182,3
9722,2
351,2
18792,2
17960,3
5186,3
15972,2
515,2
14791,2
1405,2
1761,1
15461,3
4829,1
14876,2
8159,2
11498,2
1440,2
5607,2
14262,2
13732,2
4932,2
1685,1
11105,3
504,3
9553,2
18382,2
6053,2
8194,3
4867,2
18625,3
15474,2
1921,3
1710,2
5096,2
7906,2
3187,2
3231,2
11967,1
15359,3
9701,3
9305,2
5489,2
4274,2
12470,3
3727,2
14210,2
2905,2
18639,2
10123,2
11374,2
11453,2
2425,2
12901,2
7057,1
11205,2
1208,2
5092,2
3478,3
1186,2
11596,2
17767,2
12592,1
16305,2
2233,2
2259,2
3411,2
4024,2
6371,2
1226,1
7679,2
8350,2
10905,2
8261,2
5674,2
518,3
616,1
18688,1
6193,2
19051,2
1825,2
11298,2
14279,1
17536,2
6120,2
11685,2
6549,2
12952,2
17914,3
7380,3
7742,2
13045,3
15835,2
16910,2
310,2
7674,2
15567,3
8186,2
9019,2
9813,2
3283,2
3374,2
13213,2
375,2
3677,3
9720,3
8820,2
3337,2
17543,2
10448,3
12026,3
15965,2
6477,1
6156,2
17729,2
6352,3
17236,3
6543,2
5100,2
4463,2
3608,2
9424,2
12615,3
332,2
12984,2
6291,2
9556,2
5857,2
7038,2
5002,2
17951,2
3222,2
377,2
8341,2
1118,2
17336,3
9284,2
18518,3
1301,2
399,2
6195,2
18308,1
17349,2
9870,2
3774,3
6874,2
2207,2
4974,2
7810,2
18572,2
4656,2
8040,2
8826,1
4198,2
12212,2
18844,2
8335,2
6372,2
16790,2
15063,3
17610,2
4643,2
5878,2
13085,2
5516,2
12686,2
11080,2
9773,2
2717,2
10973,2
6715,2
15867,1
1999,2
15121,1
15797,3
5307,2
18584,3
11317,2
8298,2
6996,2
16347,2
11839,3
7193,1
5341,2
6637,2
9142,1
15601,2
2022,3
17643,2
15044,2
2781,2
16183,2
12825,1
15760,2
1827,2
10527,2
633,2
8891,1
2490,2
10907,3
15448,2
8594,2
1529,2
15650,1
19020,2
4214,2
11588,2
4516,2
10717,2
8446,2
13737,2
117,2
13556,3
10652,2
9644,3
8149,1
1944,2
7042,2
12680,2
6997,3
15364,3
3334,2
13054,2
12537,2
483,3
17601,2
10163,2
4324,2
13343,3
5429,2
18849,2
5845,2
7550,1
90,2
17152,2
12601,2
17499,1
9271,2
1217,2
12192,2
13695,1
14824,2
15803,1
13232,3
10921,3
17884,2
14165,2
19003,2
11477,2
13441,3
15075,1
13296,2
5748,2
5131,2
4076,2
14176,2
17555,1
16489,2
7021,1
15302,1
10008,2
8791,2
11395,2
4983,3
15304,2
3581,2
3889,3
14367,2
11204,3
6870,1
1053,2
11963,2
13007,3
15031,1
4832,1
12363,2
12574,2
10066,1
6803,2
3658,3
16635,2
4088,2
7208,2
9850,2
2066,2
10441,1
16964,2
7627,3
3186,2
16138,2
15358,2
13573,3
9948,2
7196,2
16734,2
12515,1
517,2
119,2
729,2
539,3
8702,1
4942,2
7474,2
6557,3
7166,1
177,2
1985,2
12039,2
9515,3
15106,2
6814,1
14473,2
15420,3
2780,3
13095,2
3321,2
2785,2
15853,2
9255,3
3550,2
8806,2
13042,2
6414,2
19038,3
4270,3
6668,1
284,3
4257,2
16763,2
8597,2
4559,2
16254,2
14217,2
13657,3
8012,2
12818,2
5951,2
11244,2
14242,2
14261,2
16469,1
10570,3
13238,1
14493,3
17652,1
14145,3
8451,3
3802,2
18603,2
5174,2
19100,3
15124,2
11169,2
17504,2
15362,3
8150,2
10551,2
11638,2
10182,2
2467,2
11600,2
13867,2
6858,2
2482,2
2983,2
12889,3
9395,3
1534,2
12285,3
41,2
12405,3
1937,2
3161,3
6351,2
16472,2
18955,2
11993,2
553,3
16226,2
11675,2
5594,2
15883,2
15749,2
1040,2
970,2
1209,2
10287,1
6100,3
11497,2
10418,3
2338,3
17078,2
13139,3
6078,2
6791,2
13711,2
2651,1
6478,2
13712,3
6540,3
16644,3
7524,2
6187,2
16241,3
16844,2
4139,3
2116,2
6350,2
16404,2
17740,2
3008,1
6636,2
3139,2
17159,2
7083,2
8176,2
2814,2
15192,2
4748,2
5870,2
16225,2
16320,2
9708,2
2269,2
3288,2
8668,2
12483,3
15614,2
524,2
12812,2
11149,2
11520,3
737,2
16117,2
10006,3
15520,2
5678,3
4627,2
1593,2
18088,2
18760,3
14141,2
14825,2
11679,2
6788,2
5256,2
12395,3
1787,2
11325,2
16443,2
14694,2
17242,1
12525,2
9010,2
12166,2
15045,2
10445,2
4838,2
2286,2
18694,3
11672,2
8006,2
17101,2
2128,2
6733,3
2149,2
1975,1
15242,2
6037,2
10922,3
6240,2
10935,2
13203,2
18017,2
11586,2
4238,2
18813,3
1566,2
9200,2
3811,2
13561,2
18914,2
572,3
15000,2
12909,3
12608,2
11705,2
18918,3
14693,3
18143,3
828,1
6500,2
15611,2
18934,2
8529,2
12336,2
14340,1
14374,3
1688,2
18775,1
10449,2
11537,3
12124,2
11036,2
4909,2
8755,2
7807,2
8050,2
1675,1
12644,3
4914,2
4809,2
7157,2
6409,2
17661,2
4552,2
7048,2
3582,2
13816,1
10531,2
3844,1
18056,2
14844,2
14311,2
18507,1
3915,2
14546,2
12960,2
392,2
7072,3
449,2
14464,2
17098,2
8032,2
13067,1
17476,2
1491,2
5255,2
656,2
87,3
14842,2
1230,2
14702,2
17367,2
17763,2
13402,2
6642,3
996,2
2554,2
179,2
8483,2
3140,1
11566,1
1892,3
9629,3
7435,2
18761,2
10392,2
11539,2
13146,2
13315,1
6198,1
3631,2
13420,3
4450,2
2063,2
9373,2
4091,2
8331,2
17503,3
5405,2
7331,2
3195,2
9449,2
16379,2
11237,2
7984,1
14274,2
13374,2
2925,2
4152,2
937,2
11808,2
10460,2
15936,2
4295,2
4440,2
252,3
7980,2
580,2
5251,1
1046,2
1735,3
17968,3
12977,2
12903,2
13621,2
8797,2
2372,2
16848,2
5271,2
16980,2
8344,2
8701,2
6147,2
8855,2
15235,2
17737,1
7467,2
12096,2
14198,2
2823,1
11800,2
1957,2
4313,2
654,2
17116,2
18443,3
15842,2
16718,2
3614,2
461,3
13733,2
9248,2
6748,2
14465,3
10304,2
17506,2
4745,2
10130,2
8658,3
1382,2
2930,3
1776,3
10747,2
14073,3
3538,2
3724,2
9606,2
16324,3
12410,2
6402,2
1674,2
9487,2
5127,2
4064,1
5962,2
17196,1
18789,2
18726,2
13910,2
6064,2
4573,2
17038,2
3768,2
5721,2
4712,2
12729,2
1207,3
5953,1
9920,2
7643,2
5583,3
11890,1
11772,3
13763,3
9428,2
5770,2
6505,2
7487,1
15786,2
5852,2
2522,2
8768,2
3703,1
560,3
17458,1
16847,3
9068,2
15069,3
13903,1
9267,1
10646,2
8431,2
4410,2
10679,3
5080,2
10597,2
10795,1
6928,2
16010,3
16177,3
13507,2
17547,3
16228,1
2423,2
9736,3
9980,1
12147,2
14893,2
4146,3
8362,2
3882,2
2830,3
12113,3
11668,2
13468,2
7461,2
2419,2
14731,2
9554,2
6807,2
9742,2
11824,1
12621,3
18489,3
12573,2
15490,2
12936,2
14308,3
13058,3
319,2
13549,2
15426,3
7139,3
14328,2
14419,2
2104,2
18500,2
15688,2
4301,3
17577,2
13516,2
9723,2
18453,2
17719,2
10576,3
571,2
12888,2
18418,3
6349,2
11067,2
8635,3
2466,2
13684,2
16660,1
12851,3
10029,1
14719,2
14015,2
18814,3
15042,3
14244,2
18989,2
8326,3
5337,3
14353,3
13647,3
2518,2
1064,2
11147,1
13781,1
1578,2
12116,2
6772,2
7071,2
1391,2
6184,2
10168,2
12628,2
13829,2
3673,2
1453,1
455,2
14989,2
5492,2
12177,1
7610,2
14071,2
12728,3
1315,2
8128,2
5155,2
1962,2
17431,2
3118,2
15450,3
18596,2
7293,2
17303,3
1390,2
10950,3
11604,1
6842,3
18519,2
11188,3
833,3
6983,2
15542,2
5778,1
15073,2
10180,2
5917,2
18384,3
6764,2
6284,2
8289,3
4287,2
12730,2
17640,2
2939,2
2979,2
1204,2
11396,2
18145,2
3131,2
12098,2
8064,2
16752,2
3434,3
16159,3
6735,2
16362,2
14386,2
7343,2
6438,2
7466,2
12884,2
18107,2
7312,2
12021,2
8718,3
11696,1
17634,2
15603,1
16884,2
2641,2
16239,2
2488,2
12879,2
1684,2
18977,3
13514,2
15935,2
10409,1
13736,2
2569,2
17973,3
15704,3
3601,2
11245,2
2468,2
5138,2
8405,2
3676,2
16148,3
267,2
5125,2
11947,1
216,2
6693,2
12450,1
23,2
15924,1
12981,2
10937,2
8120,2
4118,2
9531,2
9728,2
8621,2
16597,2
12489,2
1495,2
6913,1
5248,3
11637,2
6146,2
8129,2
5228,2
13406,2
17733,3
7280,2
2809,3
16114,3
15747,2
14082,3
16593,3
12495,2
16449,2
7809,3
8499,2
9026,3
3632,2
18482,2
6635,2
15094,2
1755,3
9181,2
10951,2
469,3
341,2
1934,2
14725,2
11038,2
12878,2
1201,2
1197,2
18601,2
19099,2
8805,2
7534,2
17933,2
13780,2
4271,3
5089,2
5623,1
16310,2
17233,3
4444,2
12890,2
14275,2
16270,2
13541,2
4845,2
16361,2
15714,2
11478,2
17680,2
1971,2
17440,2
4226,3
16068,2
15994,3
17127,2
15697,2
18986,3
6020,2
6059,2
3072,3
1120,3
13923,2
2978,2
9408,2
12424,3
8321,2
11848,2
865,2
11683,2
14458,2
10001,2
3373,3
1956,2
19062,2
18709,1
15091,2
17722,3
5759,2
15166,2
18280,2
1994,1
10546,2
2253,3
8639,2
6182,2
18705,1
12488,3
2801,3
1943,2
13093,2
7217,2
16194,2
15374,2
308,2
15815,2
2922,2
4984,2
4513,2
3230,3
6581,2
13381,2
18419,2
9008,1
8044,1
17355,2
285,2
7849,2
6655,3
1489,2
9956,2
4331,3
4138,2
69,2
15018,1
15466,2
1277,2
1205,2
17967,2
7043,2
3174,2
7829,1
4641,3
5986,2
12618,1
2590,2
9704,2
9291,2
9905,2
18130,2
1951,3
10824,2
16464,3
18409,2
10715,3
8836,3
16683,2
13658,2
18214,2
12549,2
5297,2
14685,2
6896,1
18994,2
17049,2
10478,2
17069,2
7137,2
13062,3
1129,2
7635,2
17387,2
10522,2
6345,2
16613,2
8108,2
9342,2
6425,3
9053,2
19016,3
4419,2
18749,3
11228,2
15724,2
4631,1
16277,3
1527,2
18461,3
1042,2
13579,2
3896,2
7847,2
22,2
317,2
92,2
10918,3
16913,2
287,3
13104,2
7950,2
18105,1
14081,2
2706,3
11911,2
17487,2
13825,1
2559,2
9109,2
12156,2
5501,2
12344,3
3296,2
17176,2
15280,2
18595,3
16984,2
9038,1
12553,2
5037,1
7889,3
16864,2
8958,2
13800,2
6835,2
1696,2
10414,1
14707,1
238,2
261,2
7118,2
333,2
13823,2
954,2
16167,2
11721,2
2967,2
16499,2
12763,3
15565,2
6353,2
2739,3
16377,2
3093,2
8560,2
5648,2
16755,1
10577,1
11869,3
18353,2
266,3
17032,2
12317,2
5865,2
12016,2
6223,2
12268,2
9104,2
10749,2
6900,3
12211,2
1085,2
3616,2
13757,1
8237,2
18029,2
3539,2
5602,2
3556,2
13905,2
4281,2
777,2
3743,2
13309,2
2792,3
5887,2
1624,1
10841,2
6919,2
4154,2
17128,1
9251,3
16013,3
4044,2
18702,2
18973,1
12983,2
7062,3
1559,3
15312,3
13200,3
14928,2
1475,1
7128,1
17704,3
15748,2
7971,1
11810,2
18567,1
17909,2
13865,1
16426,2
5974,2
7574,3
13435,3
12213,2
5484,2
17636,2
15864,2
2776,2
9323,2
12421,3
17999,2
13184,2
18530,2
18346,2
17191,1
2924,2
6944,2
15460,2
16209,2
5764,2
13912,2
14420,2
12170,1
15825,2
18874,3
836,2
9278,3
17580,1
16926,2
6021,2
10505,2
5959,2
13427,3
14828,2
14161,2
1702,3
16741,2
2863,3
3660,2
16066,2
9260,2
8946,2
3891,2
18133,2
16192,2
8244,1
2300,2
10330,1
2177,2
3740,2
11956,2
16265,2
15898,1
7836,3
4030,3
18204,3
3959,2
9959,2
7274,2
7800,1
10566,2
5481,2
18627,3
4531,2
4365,2
13234,2
2281,2
12663,2
1500,2
4860,2
5294,2
18101,2
98,3
7142,3
4719,2
7798,1
13594,2
8502,3
15671,2
3017,2
11399,2
17824,2
18931,2
8490,2
7426,1
18928,3
6827,2
1949,3
16571,2
13275,2
7823,2
16465,1
10574,2
7259,2
621,2
9056,2
955,2
18000,3
2082,2
18259,2
12106,2
8189,2
6385,1
13371,2
6657,2
4911,2
10085,2
4828,2
6568,2
1575,2
7147,2
14055,3
15076,1
14712,2
7359,3
14503,2
274,1
2189,2
14632,2
4593,2
2061,2
9600,2
18122,2
5085,2
10423,2
19046,2
12206,3
18104,2
3081,2
14057,2
7596,2
3361,2
5876,3
16586,2
2902,2
7378,2
10899,1
9431,2
18278,3
4736,2
12627,2
13521,3
6526,2
8520,2
18534,2
6737,2
165,2
16670,2
12527,2
9540,2
10726,2
2479,2
2821,2
2354,2
11599,2
10963,2
18019,3
4750,3
10129,2
2805,2
770,2
17209,2
10493,1
12389,2
4056,2
9981,3
7200,2
10389,2
6660,2
14658,2
10549,1
15175,3
3303,2
9464,2
10798,2
12169,2
11115,3
17374,2
13850,3
15672,3
8265,1
15577,2
9641,2
17926,2
14904,2
371,2
11887,1
552,2
986,2
11448,2
6909,2
17709,2
9651,2
14120,2
5,2
9860,2
14352,3
5379,2
9411,3
6988,1
5756,3
7120,2
14211,1
8433,2
17772,2
1400,2
7479,3
19106,1
13295,2
8152,2
4017,3
5835,1
5850,2
8275,2
16780,3
18664,1
16565,3
767,3
29,3
791,3
530,1
8386,1
4786,2
7985,3
13734,2
16255,2
16077,3
3297,2
11164,2
11031,3
5814,2
8470,2
6337,2
2254,3
8292,2
6419,2
7026,2
6132,1
9616,2
4150,3
12273,2
1989,2
13361,2
16156,2
5426,2
5976,2
9150,1
10993,1
3468,2
13108,2
1809,2
17684,3
13662,2
16562,3
15691,1
7650,1
811,1
7512,2
5877,2
13186,2
7215,2
11792,1
12392,2
5633,3
17379,2
16882,2
6014,2
2217,2
7881,2
75,2
13623,3
12539,2
13812,3
4931,2
7944,2
6242,2
6948,3
5783,1
4621,2
15908,2
15434,3
9774,2
2113,2
1180,2
7577,2
4508,2
5265,2
17766,2
17356,2
15022,1
12523,2
3350,2
2853,2
13957,2
18922,3
14228,3
9955,2
18112,3
6781,2
10871,2
17492,3
6197,3
11760,2
17083,3
9949,2
8182,2
2429,2
15104,2
12492,3
2852,2
8355,2
13173,1
8670,2
18329,3
11287,2
1997,2
11099,3
9909,2
12875,2
15762,3
12535,2
17361,2
13387,2
618,2
8866,2
14449,3
11814,2
2725,2
10295,2
16949,2
1443,2
17833,2
17614,2
1553,2
1122,3
17383,2
16179,2
16943,2
15966,2
6938,2
14440,2
11025,2
9331,2
15905,1
14949,2
13156,3
13933,2
9692,2
6122,2
4534,3
8794,2
1268,2
3776,2
10834,2
7654,2
3086,3
3531,2
13947,2
4407,1
5486,3
18555,2
9036,3
10150,3
6367,2
18539,1
3735,2
8599,3
2100,2
5785,1
2825,2
10403,1
2248,3
415,2
12786,2
9358,3
15780,1
12068,1
15454,1
13697,1
1595,2
8705,1
18906,3
7454,2
4721,2
14182,2
11538,2
9833,2
6455,2
17162,2
10776,3
7723,3
13388,2
13831,3
3533,2
5424,2
8579,3
4267,2
6202,2
12263,3
15322,3
7219,1
16234,2
1298,3
2810,2
4920,2
3389,2
8255,2
11479,3
10383,2
9350,3
8966,2
2292,2
9993,1
4213,3
14292,2
12791,2
11713,3
7940,3
16299,2
18855,2
14903,2
5119,2
4853,2
14319,2
11463,2
17898,1
13292,2
15281,2
9847,2
13819,2
5333,2
11851,2
3543,3
457,2
8852,2
13761,2
1798,2
15643,2
3936,2
1327,2
3928,2
5338,2
10074,2
8940,3
7538,2
4891,1
13187,3
16861,2
4542,3
888,1
3948,2
12030,2
1899,2
11582,2
2714,2
1765,2
16350,3
15233,1
9650,2
6298,2
13350,1
7170,1
1302,1
2164,2
11528,2
11432,1
2670,2
3569,2
11753,1
4804,2
630,3
16692,2
8545,2
8894,2
15133,1
3822,1
1647,2
4362,2
7374,3
18315,2
10510,2
4058,2
5237,2
5863,2
7602,2
5616,2
16852,3
6517,2
4185,2
6593,2
7379,2
17994,2
7898,2
9466,2
6428,2
2690,2
2187,3
16394,2
4357,2
17198,3
6759,2
9090,1
7656,2
8071,2
12639,2
7231,2
2851,2
19092,2
10823,3
13460,2
2205,2
180,2
9619,2
11999,2
15141,3
5172,2
12479,2
4145,2
17702,2
4054,2
425,2
9450,2
16257,2
3079,2
6380,2
579,2
2691,2
1071,3
228,3
2184,2
6624,2
2954,2
5220,2
13762,2
6176,3
11391,2
16128,2
3564,1
17843,2
1683,3
13470,2
17120,3
14796,2
7491,2
5358,2
10226,2
8608,3
3621,2
10162,2
11961,1
1601,2
2552,3
11462,2
17922,3
17750,1
12155,2
10785,2
13567,2
781,2
916,2
18930,1
4572,2
1654,2
17936,2
9273,2
3023,2
2365,2
6023,2
9549,3
2592,2
18598,3
4083,2
550,2
10879,1
10419,2
10316,2
16131,2
11711,2
4747,2
18604,2
936,2
9676,2
16770,2
2813,3
9764,2
4278,2
2483,3
15471,3
3850,2
9664,2
166,3
18378,2
11747,2
6247,3
9295,2
1496,3
18324,2
8828,3
6923,3
11870,2
2325,2
6625,2
8593,2
5904,2
18018,2
3063,2
10178,2
17685,3
6629,2
17559,1
17721,2
13680,3
7450,2
14727,2
6327,2
11558,1
1149,2
10281,2
71,2
18570,3
8039,2
18351,2
9322,1
18374,1
7321,3
17422,3
2581,2
6251,2
10381,2
7887,2
8449,3
4470,2
7570,2
3879,2
8230,3
13114,1
14736,1
1583,2
11657,3
5723,2
11964,2
157,2
10757,2
13125,2
8963,3
11275,2
13790,2
928,2
15992,2
12594,2
9102,2
13746,2
788,2
3672,2
14671,1
7056,2
3410,2
1968,2
11280,2
15570,3
8141,1
16789,3
9939,3
7129,2
15840,2
513,2
773,1
17210,2
8098,2
4156,2
2977,2
3425,2
13263,3
13770,2
7718,2
3669,2
6866,2
1689,2
2432,2
6786,3
10351,2
10428,3
2336,2
16609,2
18423,2
8554,2
13633,2
15457,2
15035,2
12358,2
15534,3
14216,2
796,2
16840,2
3825,1
6200,1
5909,2
2343,2
8654,2
17600,2
17864,1
1096,2
18057,1
8043,1
14771,2
4236,2
8555,2
15829,2
727,2
1913,2
14580,2
15419,3
2794,2
16438,2
4871,2
17701,2
7363,2
2556,2
17452,2
10198,3
16671,3
7544,2
6812,2
18084,2
17930,2
6234,2
549,2
11284,2
18165,3
3702,2
7895,2
7351,1
7746,3
15977,3
10292,2
5162,2
14225,2
1801,3
1004,2
6246,2
4642,2
11788,3
1587,3
6554,2
10553,2
10914,2
2206,3
1273,2
3036,2
14093,2
15052,3
12815,2
10114,2
17051,2
3675,2
17277,3
8793,2
12031,3
10284,2
17904,1
1199,2
14757,2
11119,3
17514,3
3718,2
16594,2
2350,2
18799,2
16845,2
3808,2
5957,2
1292,2
14819,3
9184,2
18711,2
10888,2
3624,2
3007,2
13005,2
18997,3
10736,3
1284,2
12085,2
9269,2
7845,2
15425,2
15667,2
6277,2
10495,2
15888,2
18442,3
11548,3
4783,2
1560,2
14296,2
11051,2
15685,2
15236,2
14976,2
3269,2
12318,2
18635,1
9313,2
2460,2
1967,2
731,2
11932,2
2335,2
13564,2
1577,1
9700,3
9618,2
15323,3
18276,2
16081,2
13570,2
81,3
15378,2
11468,2
3412,2
12668,3
3121,1
11877,1
18685,3
5072,2
1374,2
484,2
14088,3
16202,2
15246,2
10586,2
14955,2
4938,3
4540,3
9778,2
545,2
578,3
10816,2
13144,3
13875,2
17531,2
13325,1
10425,2
8951,2
10580,2
3493,2
19053,1
18234,2
5765,2
5517,2
15582,2
5950,2
8264,3
1829,3
5883,3
464,3
17700,2
5781,2
7526,1
15557,2
8354,2
6123,2
17789,2
16996,2
4697,3
14938,3
5032,1
17886,2
5260,2
866,2
13898,3
11158,2
6665,2
4622,2
17444,3
18666,2
1648,2
18594,2
2878,2
12087,2
13738,2
12442,2
1111,2
18304,1
16822,2
1229,3
5558,3
15660,2
7797,2
7848,2
3173,2
3642,2
4102,2
10384,2
14037,2
10783,2
4140,3
6278,2
2783,2
8533,2
16874,1
17002,2
12673,1
14266,2
7068,2
13419,2
459,2
15444,2
2067,2
16316,2
8688,2
18231,2
664,2
11793,2
17676,3
12473,2
16084,2
13982,2
16583,2
14314,2
12327,2
18090,3
8539,2
15757,2
11653,1
6331,2
3281,2
13079,2
14741,2
3377,2
12669,2
6358,2
7600,2
8054,2
3512,2
12209,2
4964,2
9874,2
6872,2
11124,2
485,2
12923,1
7801,2
16756,1
15963,2
18970,2
10306,2
18611,3
3196,2
11786,2
6136,2
13929,2
2383,2
16808,2
2208,3
8747,2
7167,3
18505,2
3646,2
4954,1
3923,2
15314,2
9206,2
10563,2
2203,2
4956,2
838,2
16074,2
18908,1
6652,2
12049,2
10700,2
15319,2
3037,2
7784,2
12279,2
19078,2
5526,3
4650,2
13076,3
18075,3
6855,2
4649,2
2458,2
13117,2
4163,2
9040,1
4493,2
1965,3
879,2
12301,1
4376,2
17447,2
11156,2
925,2
3633,2
16956,2
1068,3
11708,3
12020,2
13639,1
11423,1
11843,3
14521,2
15196,2
16814,2
9602,3
11040,2
9812,3
851,2
11194,2
6534,2
1840,2
11234,2
8488,1
4563,1
15107,2
11409,3
8221,2
2745,2
3438,2
13422,3
8500,2
3272,2
6538,2
12624,2
18514,2
16873,1
11116,2
1446,3
13584,2
12163,2
17950,2
660,2
2475,2
5686,2
2218,2
15372,2
13391,2
11735,2
16592,2
9351,2
4162,2
9214,2
2083,2
2459,2
3308,2
11920,1
19075,2
364,2
18462,3
9972,2
8541,2
14068,2
14452,1
15237,2
16275,2
19097,2
9543,2
15214,1
4389,2
17080,2
18,2
14183,2
8710,2
1175,2
3643,2
10526,2
17221,2
17108,2
1800,2
10904,2
2320,2
9042,2
15620,3
5140,3
5350,2
10772,2
11602,1
5746,2
2297,3
12880,2
6384,2
13174,2
8650,2
3441,3
8363,2
9343,1
11218,1
14000,2
2003,2
9474,2
2579,2
14004,3
9215,2
8627,1
11128,3
15061,2
13949,3
15571,2
12384,2
13369,3
6116,2
18427,2
14422,2
15824,2
6155,3
17540,3
5750,2
8546,2
15960,2
4239,2
3509,2
12062,2
11756,1
14557,2
11974,2
11603,1
589,2
16712,2
16772,2
13161,2
1869,2
3267,2
9732,2
8636,2
17516,1
11292,3
12228,2
5622,3
18416,2
16108,3
15012,3
12725,1
9201,2
5483,2
6459,2
5603,2
2178,3
3227,2
3279,2
18679,2
2647,3
19002,2
17338,3
8310,2
1376,2
1183,2
1935,2
15294,2
5763,2
1012,2
1628,2
1143,3
6469,2
8092,2
18958,3
10892,2
6287,2
5276,3
18190,3
13589,3
11087,2
1618,3
11776,2
4523,3
12352,2
5545,3
9721,2
3184,2
10803,2
8251,2
2079,3
4669,3
5813,3
2141,3
8121,2
479,2
314,2
7097,2
11470,3
14986,2
5141,3
11267,2
1259,3
1449,2
11090,2
13363,2
16400,2
7356,3
13057,2
7960,1
14534,2
11093,2
12321,2
6157,2
4110,3
13566,2
1172,2
9729,2
11250,2
16428,3
9399,3
15808,2
13329,2
14635,2
8319,2
7549,1
7630,2
11178,2
12519,2
16207,2
373,2
3226,2
7905,1
5796,2
3163,3
15388,2
11726,1
487,2
7969,3
11939,2
17137,2
8214,2
6074,3
18144,2
14439,2
